Host: mne-ubu  Current process id: 15164
./linkern -s 42 -S linkern.tour -R 1000000000 -t 18000 ./cities1k.tsp
Chained Lin-Kernighan with seed 42
Problem Name: traveling-santa-2018-prime-paths
traveling-santa-2018-prime-paths
Problem Type: TSP
Number of Nodes: 197769
Rounded Euclidean Norm (CC_EUCLIDEAN)
Time to build kdtree: 0.05
..................................................................................................................................................................................................... 908246 edges
Time to find quad 2-nearest: 0.90
Grow a Quick-Boruvka tour 
...................
Length of Quick-Boruvka Tour: 1664310972.00
Time to grow tour: 0.14
linkern ...
Starting Cycle: 1664310972
   0 Steps   Best: 1515290198   5.13 seconds
1062 Steps   Best: 1512635255   8.11 seconds
1066 Steps   Best: 1512624139   8.13 seconds
1068 Steps   Best: 1512623268   8.14 seconds
1072 Steps   Best: 1512618502   8.15 seconds
1073 Steps   Best: 1512617202   8.15 seconds
1075 Steps   Best: 1512616596   8.16 seconds
1078 Steps   Best: 1512608725   8.16 seconds
1079 Steps   Best: 1512608018   8.16 seconds
1085 Steps   Best: 1512606073   8.17 seconds
1086 Steps   Best: 1512602330   8.18 seconds
1087 Steps   Best: 1512601078   8.19 seconds
1090 Steps   Best: 1512597996   8.19 seconds
1091 Steps   Best: 1512595792   8.20 seconds
1093 Steps   Best: 1512592271   8.20 seconds
1096 Steps   Best: 1512590040   8.21 seconds
1097 Steps   Best: 1512585864   8.21 seconds
1098 Steps   Best: 1512580946   8.21 seconds
1099 Steps   Best: 1512578664   8.22 seconds
1101 Steps   Best: 1512576461   8.22 seconds
1105 Steps   Best: 1512575674   8.24 seconds
1115 Steps   Best: 1512574185   8.27 seconds
1116 Steps   Best: 1512572976   8.27 seconds
1117 Steps   Best: 1512566860   8.27 seconds
1121 Steps   Best: 1512564224   8.28 seconds
1123 Steps   Best: 1512561457   8.29 seconds
1134 Steps   Best: 1512559129   8.33 seconds
1136 Steps   Best: 1512554676   8.33 seconds
1138 Steps   Best: 1512554551   8.34 seconds
1140 Steps   Best: 1512552863   8.34 seconds
1142 Steps   Best: 1512545312   8.35 seconds
1144 Steps   Best: 1512542842   8.35 seconds
1147 Steps   Best: 1512540680   8.36 seconds
1148 Steps   Best: 1512537899   8.37 seconds
1155 Steps   Best: 1512536697   8.38 seconds
1157 Steps   Best: 1512535271   8.39 seconds
1159 Steps   Best: 1512534412   8.39 seconds
1161 Steps   Best: 1512529070   8.40 seconds
1163 Steps   Best: 1512524628   8.41 seconds
1165 Steps   Best: 1512523287   8.41 seconds
1169 Steps   Best: 1512522883   8.42 seconds
1171 Steps   Best: 1512521604   8.43 seconds
1173 Steps   Best: 1512519525   8.43 seconds
1175 Steps   Best: 1512517575   8.43 seconds
1177 Steps   Best: 1512516360   8.44 seconds
1179 Steps   Best: 1512513457   8.44 seconds
1180 Steps   Best: 1512512559   8.44 seconds
1182 Steps   Best: 1512508326   8.45 seconds
1185 Steps   Best: 1512507727   8.45 seconds
1188 Steps   Best: 1512507304   8.46 seconds
1193 Steps   Best: 1512504959   8.48 seconds
1194 Steps   Best: 1512503951   8.48 seconds
1196 Steps   Best: 1512493087   8.48 seconds
1197 Steps   Best: 1512492217   8.49 seconds
1200 Steps   Best: 1512488152   8.49 seconds
1201 Steps   Best: 1512486724   8.50 seconds
1203 Steps   Best: 1512485341   8.50 seconds
1204 Steps   Best: 1512485052   8.50 seconds
1205 Steps   Best: 1512485006   8.50 seconds
1209 Steps   Best: 1512481664   8.51 seconds
1212 Steps   Best: 1512477104   8.52 seconds
1214 Steps   Best: 1512474062   8.52 seconds
1216 Steps   Best: 1512470445   8.53 seconds
1218 Steps   Best: 1512470086   8.53 seconds
1226 Steps   Best: 1512469204   8.55 seconds
1227 Steps   Best: 1512461319   8.56 seconds
1230 Steps   Best: 1512459565   8.56 seconds
1231 Steps   Best: 1512459233   8.57 seconds
1233 Steps   Best: 1512457325   8.57 seconds
1234 Steps   Best: 1512446621   8.58 seconds
1235 Steps   Best: 1512445834   8.58 seconds
1240 Steps   Best: 1512441863   8.59 seconds
1241 Steps   Best: 1512439402   8.60 seconds
1242 Steps   Best: 1512436249   8.60 seconds
1243 Steps   Best: 1512435460   8.60 seconds
1244 Steps   Best: 1512427133   8.62 seconds
1248 Steps   Best: 1512423849   8.63 seconds
1251 Steps   Best: 1512422219   8.64 seconds
1254 Steps   Best: 1512417605   8.65 seconds
1258 Steps   Best: 1512413270   8.67 seconds
1262 Steps   Best: 1512407946   8.69 seconds
1263 Steps   Best: 1512401539   8.71 seconds
1264 Steps   Best: 1512399371   8.71 seconds
1267 Steps   Best: 1512396060   8.72 seconds
1271 Steps   Best: 1512395045   8.73 seconds
1273 Steps   Best: 1512389301   8.73 seconds
1274 Steps   Best: 1512383623   8.73 seconds
1275 Steps   Best: 1512382584   8.74 seconds
1277 Steps   Best: 1512381279   8.74 seconds
1278 Steps   Best: 1512378455   8.74 seconds
1281 Steps   Best: 1512373752   8.75 seconds
1287 Steps   Best: 1512371977   8.76 seconds
1289 Steps   Best: 1512371434   8.77 seconds
1290 Steps   Best: 1512370081   8.78 seconds
1291 Steps   Best: 1512369934   8.78 seconds
1296 Steps   Best: 1512368854   8.81 seconds
1297 Steps   Best: 1512363349   8.81 seconds
1299 Steps   Best: 1512362064   8.81 seconds
1300 Steps   Best: 1512360531   8.82 seconds
1302 Steps   Best: 1512359304   8.82 seconds
1305 Steps   Best: 1512356418   8.83 seconds
1310 Steps   Best: 1512354701   8.84 seconds
1313 Steps   Best: 1512352197   8.85 seconds
1316 Steps   Best: 1512351677   8.87 seconds
1322 Steps   Best: 1512349870   8.89 seconds
1323 Steps   Best: 1512349723   8.90 seconds
1326 Steps   Best: 1512348842   8.91 seconds
1327 Steps   Best: 1512345567   8.91 seconds
1329 Steps   Best: 1512345387   8.91 seconds
1334 Steps   Best: 1512344272   8.93 seconds
1336 Steps   Best: 1512342261   8.94 seconds
1337 Steps   Best: 1512335406   8.94 seconds
1345 Steps   Best: 1512334689   8.95 seconds
1349 Steps   Best: 1512329564   8.96 seconds
1352 Steps   Best: 1512327466   8.97 seconds
1353 Steps   Best: 1512323642   8.97 seconds
1355 Steps   Best: 1512323156   8.98 seconds
1357 Steps   Best: 1512321374   8.98 seconds
1359 Steps   Best: 1512315403   8.98 seconds
1361 Steps   Best: 1512315008   8.99 seconds
1370 Steps   Best: 1512313152   9.02 seconds
1373 Steps   Best: 1512311920   9.03 seconds
1375 Steps   Best: 1512305641   9.03 seconds
1379 Steps   Best: 1512303754   9.04 seconds
1380 Steps   Best: 1512299010   9.04 seconds
1382 Steps   Best: 1512287819   9.05 seconds
1385 Steps   Best: 1512287803   9.06 seconds
1386 Steps   Best: 1512285078   9.07 seconds
1388 Steps   Best: 1512283430   9.07 seconds
1391 Steps   Best: 1512281747   9.08 seconds
1393 Steps   Best: 1512281365   9.09 seconds
1395 Steps   Best: 1512279729   9.09 seconds
1397 Steps   Best: 1512278122   9.10 seconds
1399 Steps   Best: 1512274325   9.11 seconds
1402 Steps   Best: 1512272250   9.12 seconds
1403 Steps   Best: 1512271023   9.12 seconds
1404 Steps   Best: 1512269452   9.12 seconds
1405 Steps   Best: 1512262424   9.13 seconds
1406 Steps   Best: 1512260228   9.13 seconds
1407 Steps   Best: 1512258089   9.13 seconds
1408 Steps   Best: 1512253025   9.13 seconds
1410 Steps   Best: 1512251506   9.14 seconds
1411 Steps   Best: 1512249369   9.14 seconds
1415 Steps   Best: 1512244369   9.15 seconds
1416 Steps   Best: 1512243685   9.15 seconds
1417 Steps   Best: 1512238516   9.15 seconds
1419 Steps   Best: 1512235072   9.16 seconds
1423 Steps   Best: 1512231577   9.17 seconds
1425 Steps   Best: 1512229714   9.18 seconds
1427 Steps   Best: 1512228417   9.18 seconds
1428 Steps   Best: 1512223142   9.18 seconds
1430 Steps   Best: 1512221854   9.19 seconds
1436 Steps   Best: 1512217556   9.20 seconds
1439 Steps   Best: 1512213538   9.20 seconds
1440 Steps   Best: 1512208711   9.20 seconds
1442 Steps   Best: 1512208214   9.21 seconds
1443 Steps   Best: 1512199057   9.21 seconds
1447 Steps   Best: 1512198141   9.22 seconds
1448 Steps   Best: 1512197957   9.22 seconds
1449 Steps   Best: 1512193113   9.22 seconds
1450 Steps   Best: 1512191542   9.22 seconds
1453 Steps   Best: 1512187975   9.23 seconds
1454 Steps   Best: 1512182936   9.24 seconds
1456 Steps   Best: 1512180000   9.24 seconds
1457 Steps   Best: 1512179997   9.24 seconds
1458 Steps   Best: 1512176852   9.24 seconds
1459 Steps   Best: 1512171303   9.25 seconds
1460 Steps   Best: 1512169771   9.25 seconds
1462 Steps   Best: 1512169121   9.25 seconds
1467 Steps   Best: 1512168880   9.27 seconds
1470 Steps   Best: 1512164771   9.29 seconds
1471 Steps   Best: 1512159857   9.29 seconds
1472 Steps   Best: 1512157884   9.29 seconds
1474 Steps   Best: 1512143353   9.29 seconds
1477 Steps   Best: 1512140029   9.30 seconds
1484 Steps   Best: 1512137666   9.33 seconds
1488 Steps   Best: 1512133072   9.35 seconds
1496 Steps   Best: 1512130315   9.36 seconds
1501 Steps   Best: 1512130295   9.39 seconds
1505 Steps   Best: 1512129858   9.40 seconds
1507 Steps   Best: 1512124654   9.40 seconds
1508 Steps   Best: 1512124143   9.40 seconds
1515 Steps   Best: 1512120455   9.43 seconds
1516 Steps   Best: 1512118120   9.43 seconds
1517 Steps   Best: 1512115257   9.43 seconds
1518 Steps   Best: 1512108986   9.43 seconds
1519 Steps   Best: 1512107448   9.44 seconds
1526 Steps   Best: 1512102040   9.47 seconds
1527 Steps   Best: 1512097486   9.47 seconds
1532 Steps   Best: 1512095647   9.49 seconds
1534 Steps   Best: 1512095281   9.49 seconds
1535 Steps   Best: 1512092706   9.49 seconds
1536 Steps   Best: 1512092229   9.50 seconds
1538 Steps   Best: 1512090982   9.50 seconds
1541 Steps   Best: 1512085990   9.51 seconds
1542 Steps   Best: 1512085215   9.51 seconds
1544 Steps   Best: 1512081891   9.52 seconds
1545 Steps   Best: 1512067814   9.53 seconds
1546 Steps   Best: 1512067521   9.53 seconds
1555 Steps   Best: 1512064711   9.55 seconds
1557 Steps   Best: 1512061816   9.56 seconds
1559 Steps   Best: 1512061684   9.56 seconds
1560 Steps   Best: 1512060936   9.56 seconds
1561 Steps   Best: 1512060883   9.56 seconds
1562 Steps   Best: 1512057739   9.57 seconds
1563 Steps   Best: 1512055590   9.57 seconds
1565 Steps   Best: 1512054602   9.57 seconds
1566 Steps   Best: 1512052177   9.57 seconds
1567 Steps   Best: 1512050532   9.57 seconds
1574 Steps   Best: 1512048002   9.59 seconds
1575 Steps   Best: 1512043890   9.59 seconds
1576 Steps   Best: 1512042394   9.59 seconds
1577 Steps   Best: 1512038610   9.59 seconds
1579 Steps   Best: 1512036822   9.60 seconds
1580 Steps   Best: 1512034115   9.60 seconds
1581 Steps   Best: 1512032588   9.60 seconds
1584 Steps   Best: 1512031994   9.61 seconds
1585 Steps   Best: 1512031195   9.61 seconds
1588 Steps   Best: 1512030390   9.61 seconds
1589 Steps   Best: 1512029845   9.62 seconds
1590 Steps   Best: 1512027667   9.62 seconds
1598 Steps   Best: 1512026639   9.63 seconds
1607 Steps   Best: 1512026612   9.65 seconds
1608 Steps   Best: 1512025404   9.65 seconds
1609 Steps   Best: 1512025136   9.65 seconds
1610 Steps   Best: 1512024208   9.65 seconds
1611 Steps   Best: 1512017493   9.66 seconds
1613 Steps   Best: 1512017400   9.66 seconds
1618 Steps   Best: 1512017176   9.68 seconds
1620 Steps   Best: 1512016392   9.68 seconds
1622 Steps   Best: 1512014942   9.70 seconds
1626 Steps   Best: 1512001093   9.71 seconds
1629 Steps   Best: 1511998192   9.71 seconds
1637 Steps   Best: 1511993015   9.74 seconds
1638 Steps   Best: 1511992507   9.74 seconds
1639 Steps   Best: 1511992192   9.74 seconds
1640 Steps   Best: 1511991763   9.75 seconds
1644 Steps   Best: 1511991186   9.75 seconds
1650 Steps   Best: 1511985073   9.76 seconds
1651 Steps   Best: 1511979286   9.77 seconds
1653 Steps   Best: 1511978602   9.77 seconds
1654 Steps   Best: 1511973652   9.78 seconds
1655 Steps   Best: 1511971285   9.78 seconds
1658 Steps   Best: 1511970441   9.78 seconds
1659 Steps   Best: 1511970429   9.79 seconds
1660 Steps   Best: 1511969157   9.79 seconds
1661 Steps   Best: 1511965153   9.79 seconds
1665 Steps   Best: 1511964099   9.80 seconds
1672 Steps   Best: 1511963580   9.82 seconds
1673 Steps   Best: 1511963087   9.82 seconds
1677 Steps   Best: 1511962127   9.82 seconds
1679 Steps   Best: 1511960764   9.83 seconds
1688 Steps   Best: 1511955362   9.85 seconds
1691 Steps   Best: 1511951841   9.86 seconds
1692 Steps   Best: 1511948869   9.86 seconds
1693 Steps   Best: 1511948455   9.86 seconds
1694 Steps   Best: 1511947979   9.87 seconds
1696 Steps   Best: 1511941085   9.87 seconds
1701 Steps   Best: 1511938631   9.88 seconds
1703 Steps   Best: 1511933743   9.89 seconds
1705 Steps   Best: 1511931402   9.89 seconds
1708 Steps   Best: 1511930205   9.90 seconds
1710 Steps   Best: 1511928936   9.90 seconds
1712 Steps   Best: 1511926769   9.91 seconds
1713 Steps   Best: 1511926260   9.91 seconds
1714 Steps   Best: 1511924969   9.91 seconds
1716 Steps   Best: 1511922982   9.92 seconds
1726 Steps   Best: 1511921714   9.95 seconds
1727 Steps   Best: 1511914490   9.95 seconds
1728 Steps   Best: 1511914225   9.96 seconds
1729 Steps   Best: 1511912532   9.96 seconds
1730 Steps   Best: 1511912416   9.96 seconds
1734 Steps   Best: 1511911061   9.97 seconds
1735 Steps   Best: 1511909758   9.97 seconds
1737 Steps   Best: 1511906004   9.98 seconds
1738 Steps   Best: 1511903483   9.98 seconds
1739 Steps   Best: 1511901169   9.98 seconds
1743 Steps   Best: 1511896235   9.99 seconds
1750 Steps   Best: 1511895181   10.00 seconds
1751 Steps   Best: 1511888908   10.01 seconds
1752 Steps   Best: 1511883282   10.01 seconds
1753 Steps   Best: 1511881963   10.01 seconds
1761 Steps   Best: 1511881962   10.03 seconds
1762 Steps   Best: 1511878613   10.03 seconds
1767 Steps   Best: 1511877660   10.04 seconds
1771 Steps   Best: 1511877249   10.05 seconds
1772 Steps   Best: 1511874927   10.05 seconds
1773 Steps   Best: 1511872777   10.06 seconds
1775 Steps   Best: 1511871936   10.06 seconds
1777 Steps   Best: 1511871786   10.07 seconds
1779 Steps   Best: 1511871621   10.07 seconds
1781 Steps   Best: 1511869333   10.08 seconds
1782 Steps   Best: 1511865147   10.08 seconds
1785 Steps   Best: 1511862721   10.09 seconds
1786 Steps   Best: 1511859344   10.09 seconds
1787 Steps   Best: 1511858424   10.09 seconds
1788 Steps   Best: 1511854445   10.09 seconds
1789 Steps   Best: 1511852914   10.10 seconds
1794 Steps   Best: 1511850512   10.11 seconds
1795 Steps   Best: 1511845784   10.11 seconds
1796 Steps   Best: 1511844671   10.11 seconds
1799 Steps   Best: 1511838979   10.12 seconds
1801 Steps   Best: 1511838818   10.13 seconds
1802 Steps   Best: 1511836688   10.13 seconds
1803 Steps   Best: 1511836490   10.13 seconds
1804 Steps   Best: 1511835645   10.13 seconds
1806 Steps   Best: 1511834485   10.14 seconds
1807 Steps   Best: 1511834244   10.14 seconds
1808 Steps   Best: 1511833028   10.14 seconds
1810 Steps   Best: 1511832752   10.15 seconds
1812 Steps   Best: 1511830012   10.15 seconds
1814 Steps   Best: 1511824625   10.16 seconds
1815 Steps   Best: 1511823952   10.16 seconds
1816 Steps   Best: 1511822090   10.16 seconds
1819 Steps   Best: 1511819028   10.17 seconds
1821 Steps   Best: 1511818610   10.17 seconds
1822 Steps   Best: 1511813411   10.17 seconds
1823 Steps   Best: 1511809246   10.18 seconds
1824 Steps   Best: 1511808373   10.18 seconds
1825 Steps   Best: 1511800199   10.18 seconds
1827 Steps   Best: 1511799958   10.18 seconds
1831 Steps   Best: 1511799348   10.19 seconds
1834 Steps   Best: 1511799240   10.20 seconds
1836 Steps   Best: 1511782703   10.21 seconds
1838 Steps   Best: 1511775111   10.22 seconds
1841 Steps   Best: 1511773855   10.22 seconds
1842 Steps   Best: 1511766621   10.23 seconds
1846 Steps   Best: 1511766154   10.24 seconds
1847 Steps   Best: 1511766144   10.24 seconds
1853 Steps   Best: 1511763828   10.25 seconds
1854 Steps   Best: 1511758457   10.25 seconds
1855 Steps   Best: 1511756008   10.25 seconds
1858 Steps   Best: 1511754987   10.27 seconds
1860 Steps   Best: 1511750492   10.28 seconds
1864 Steps   Best: 1511745442   10.29 seconds
1867 Steps   Best: 1511744438   10.29 seconds
1870 Steps   Best: 1511743312   10.30 seconds
1873 Steps   Best: 1511740664   10.30 seconds
1874 Steps   Best: 1511738338   10.31 seconds
1875 Steps   Best: 1511737849   10.31 seconds
1877 Steps   Best: 1511737023   10.31 seconds
1878 Steps   Best: 1511732145   10.32 seconds
1879 Steps   Best: 1511732041   10.32 seconds
1883 Steps   Best: 1511731947   10.33 seconds
1886 Steps   Best: 1511731004   10.34 seconds
1887 Steps   Best: 1511722668   10.34 seconds
1888 Steps   Best: 1511719653   10.35 seconds
1890 Steps   Best: 1511716054   10.35 seconds
1895 Steps   Best: 1511709305   10.36 seconds
1896 Steps   Best: 1511709047   10.36 seconds
1897 Steps   Best: 1511707468   10.36 seconds
1898 Steps   Best: 1511704742   10.36 seconds
1902 Steps   Best: 1511704395   10.37 seconds
1905 Steps   Best: 1511703940   10.38 seconds
1907 Steps   Best: 1511700768   10.38 seconds
1911 Steps   Best: 1511699795   10.39 seconds
1914 Steps   Best: 1511699363   10.40 seconds
1916 Steps   Best: 1511697981   10.40 seconds
1919 Steps   Best: 1511692694   10.41 seconds
1921 Steps   Best: 1511689914   10.42 seconds
1922 Steps   Best: 1511680121   10.42 seconds
1923 Steps   Best: 1511675379   10.43 seconds
1926 Steps   Best: 1511675280   10.43 seconds
1931 Steps   Best: 1511671355   10.45 seconds
1932 Steps   Best: 1511669396   10.45 seconds
1935 Steps   Best: 1511668637   10.45 seconds
1936 Steps   Best: 1511667163   10.45 seconds
1952 Steps   Best: 1511665859   10.49 seconds
1953 Steps   Best: 1511657948   10.49 seconds
1958 Steps   Best: 1511656648   10.50 seconds
1959 Steps   Best: 1511656481   10.50 seconds
1961 Steps   Best: 1511655681   10.50 seconds
1963 Steps   Best: 1511654248   10.51 seconds
1964 Steps   Best: 1511650918   10.51 seconds
1965 Steps   Best: 1511638700   10.51 seconds
1969 Steps   Best: 1511638096   10.52 seconds
1971 Steps   Best: 1511636302   10.53 seconds
1972 Steps   Best: 1511633449   10.53 seconds
1980 Steps   Best: 1511633303   10.55 seconds
1982 Steps   Best: 1511633149   10.55 seconds
1984 Steps   Best: 1511631676   10.56 seconds
1988 Steps   Best: 1511631569   10.57 seconds
1991 Steps   Best: 1511628589   10.57 seconds
1996 Steps   Best: 1511621941   10.59 seconds
1999 Steps   Best: 1511621941   10.60 seconds
2003 Steps   Best: 1511621701   10.61 seconds
2008 Steps   Best: 1511615544   10.62 seconds
2011 Steps   Best: 1511613049   10.63 seconds
2013 Steps   Best: 1511612072   10.63 seconds
2014 Steps   Best: 1511610951   10.64 seconds
2019 Steps   Best: 1511610746   10.65 seconds
2022 Steps   Best: 1511608026   10.65 seconds
2023 Steps   Best: 1511605918   10.66 seconds
2024 Steps   Best: 1511605035   10.66 seconds
2026 Steps   Best: 1511601245   10.66 seconds
2029 Steps   Best: 1511600473   10.67 seconds
2030 Steps   Best: 1511597662   10.67 seconds
2032 Steps   Best: 1511596517   10.68 seconds
2035 Steps   Best: 1511594699   10.69 seconds
2040 Steps   Best: 1511591037   10.70 seconds
2042 Steps   Best: 1511586464   10.70 seconds
2047 Steps   Best: 1511583541   10.71 seconds
2048 Steps   Best: 1511582259   10.71 seconds
2050 Steps   Best: 1511580742   10.71 seconds
2054 Steps   Best: 1511578879   10.72 seconds
2055 Steps   Best: 1511578501   10.72 seconds
2056 Steps   Best: 1511576415   10.72 seconds
2057 Steps   Best: 1511574526   10.72 seconds
2061 Steps   Best: 1511573709   10.73 seconds
2062 Steps   Best: 1511573323   10.73 seconds
2064 Steps   Best: 1511572446   10.74 seconds
2065 Steps   Best: 1511569825   10.74 seconds
2067 Steps   Best: 1511567130   10.75 seconds
2068 Steps   Best: 1511556249   10.76 seconds
2070 Steps   Best: 1511554413   10.77 seconds
2072 Steps   Best: 1511547841   10.78 seconds
2077 Steps   Best: 1511547315   10.79 seconds
2082 Steps   Best: 1511543750   10.80 seconds
2085 Steps   Best: 1511543249   10.80 seconds
2087 Steps   Best: 1511543214   10.80 seconds
2089 Steps   Best: 1511537116   10.81 seconds
2090 Steps   Best: 1511534818   10.81 seconds
2091 Steps   Best: 1511533737   10.81 seconds
2092 Steps   Best: 1511532573   10.82 seconds
2095 Steps   Best: 1511530766   10.82 seconds
2096 Steps   Best: 1511530260   10.82 seconds
2097 Steps   Best: 1511526647   10.82 seconds
2098 Steps   Best: 1511524386   10.82 seconds
2100 Steps   Best: 1511522840   10.83 seconds
2101 Steps   Best: 1511517229   10.83 seconds
2102 Steps   Best: 1511515796   10.84 seconds
2103 Steps   Best: 1511512880   10.84 seconds
2104 Steps   Best: 1511511887   10.84 seconds
2105 Steps   Best: 1511508978   10.84 seconds
2108 Steps   Best: 1511507086   10.85 seconds
2111 Steps   Best: 1511506724   10.86 seconds
2113 Steps   Best: 1511497619   10.87 seconds
2115 Steps   Best: 1511487732   10.87 seconds
2116 Steps   Best: 1511482464   10.87 seconds
2117 Steps   Best: 1511482428   10.88 seconds
2118 Steps   Best: 1511479434   10.88 seconds
